"i","Plants","Animals"
1,73.8092186137685,7.39529964079149
1,112.378035590576,4.38853065466043
1,104.236370758736,5.81958290416049
1,10.7395339319017,4.42898972568102
1,81.444865278434,4.12001010973938
1,23.5642517680186,6.25210190597689
1,72.6823190704105,4.51119463420939
1,101.29365823589,9.74495167961111
1,109.250569714792,6.89612070288509
1,77.1018499384052,6.61597142766928
1,58.4937222822453,5.87883585072355
1,143.702868245915,4.71921136567835
1,13.0276534325792,7.73474177257158
1,86.2392759041744,3.16635811275104
1,71.110267756274,4.56456952575827
1,96.8885662162676,7.6444102900126
1,26.0139322358766,7.91375811870443
1,61.8026698512258,6.95316602904582
1,15.3805867907591,9.50796559514245
1,115.678330551379,4.27973656652728
1,40.7641864598612,3.7976994863688
1,35.4741600427777,7.29892444126075
1,7.23498039846308,7.84421004115138
1,34.3978118450846,3.44381237324793
1,53.5806027265266,6.70575495360186
1,77.8410840637866,8.66055235390784
1,121.866873099096,9.56050985295093
1,54.6531630095677,8.77523165533086
1,12.0044364401954,5.5393960021669
1,147.841498111852,9.37317449375987
1,41.8471666859812,3.640950190078
1,93.5575419965782,8.38295777053805
1,112.210674357426,9.89194859051611
1,93.1426548221498,4.79656072714832
1,96.3289124330506,3.49737687182613
1,117.800995634741,6.0968177031423
1,109.937838373519,9.13533836004324
1,47.356406981207,5.11090929881437
1,37.9230445383,7.21043227499118
1,52.3196616841829,3.32026506741997
1,146.521914747986,9.3696589235682
1,42.9126167016337,7.55849800665397
1,33.3178973190719,4.99237206098158
1,13.7860844745883,4.91976306130411
1,120.207417174405,8.81319005914033
1,38.6189348279731,9.21353203653591
1,83.311591320741,5.04058095847024
1,118.668173207459,9.95252087604487
1,64.4063340829103,3.92890950054862
1,122.622710990312,3.23965221849969
1,136.835502642451,8.56986107819248
1,129.87554779934,5.46829865547596
1,129.008935398725,3.86524421967799
1,8.2972552079591,9.66227777662221
1,70.0816642081831,3.36130088265985
1,82.5839086429914,8.73948189605028
1,88.9326907211333,8.42821890767198
1,56.8792484143865,3.04709637223743
1,114.1540359059,5.25638864790555
1,144.704363703227,6.06508746995823
1,24.040015354217,9.61993011050159
1,124.366633904132,6.4099628498638
1,30.9222394196666,6.82821971125901
1,50.6998558499035,5.94086107913172
1,90.1849008533521,4.8511476009991
1,20.6816732945037,8.93746052913135
1,31.446997560258,5.32418157865759
1,148.616348949925,7.14742109290557
1,126.678072173463,4.11272653260268
1,68.2244068402681,4.24913676477969
1,64.4933781791944,5.60605768721085
1,105.195096360543,4.03588152666809
1,137.057707831927,8.03696677722503
1,46.1519852956757,8.24725232740864
1,49.8273819891387,9.84831182981608
1,44.5323162492598,8.52684606960975
1,133.949502537202,3.56862887986237
1,60.4058129405486,7.43983916177647
1,5.37298177533085,5.74326085442677
1,99.2511564676999,7.08381147841457
1,58.7846399217495,9.04237437452888
1,132.338066308445,5.23987662931671
1,75.9257733134669,7.00303419569973
1,107.141083797987,8.04893955324544
1,18.2791479578009,3.1100892536086
1,17.4065185829299,3.70812938699266
1,67.2793058105977,7.54270757575752
1,84.9899291906273,6.43391966151074
1,141.293204200675,9.25795265653869
1,91.5148251753766,4.66185967635829
1,103.065689524275,9.00720795234432
1,127.304091205134,5.39555948621361
1,138.922721033078,6.16880461320048
1,27.1704086827813,5.69500616844045
1,142.093905785284,6.29838765678694
1,29.1163933451171,8.27230005107587
1,99.0358606584836,8.12754045737442
1,134.186174926732,7.82441114372108
1,21.6060596997268,6.72940103267087
1,79.3655383856967,6.52744709260995
2,42.0404598608846,5.2888567515905
2,84.6749222185812,7.00385854816763
2,19.0142369968817,7.54211461214582
2,69.395238945086,4.38156325700693
2,12.5246676540817,8.87550135493744
2,72.9976458574994,9.30396698511439
2,98.6939950809465,8.02751374810003
2,134.751075522741,8.35027783402708
2,52.5706069044303,8.10699076564983
2,82.8957687973627,9.83465002951445
2,91.4302244148799,9.57783696682425
2,53.6536756190355,8.74567111088196
2,49.0589529461227,7.4424604099663
2,35.0562270774506,3.53123561565066
2,54.5251195469173,3.23903815631988
2,123.740624688647,6.89527019324712
2,42.8529533326393,9.78459789177868
2,6.84510903125629,9.0129145045206
2,111.572839760722,9.66807461571414
2,8.00499429882038,6.82175786910812
2,130.046976992046,7.69245963051915
2,85.6548294115229,6.31590347641846
2,131.606650979526,6.55720579624642
2,59.7231372085051,5.76755721507594
2,88.0519434910151,7.2745698201377
2,61.1669533756212,4.31109397666063
2,125.957490069128,6.6009625020693
2,37.8744408332859,7.8254181444482
2,68.652656718553,4.46673032795778
2,126.960853678803,9.19366362005239
2,147.794727421668,6.4629968222091
2,51.1760103340959,8.63580982198706
2,135.985178681754,5.87004723942373
2,57.836761255993,4.90573111643782
2,39.9215061147115,5.80342308276566
2,142.012329233985,7.5723630338884
2,31.4143489658134,4.67030354764778
2,5.79016001244308,8.50811343638459
2,106.496831076324,4.71529417690588
2,25.6220216193935,6.26878406000556
2,17.421671497426,3.0231730382354
2,115.114722686971,5.36643750824034
2,138.839059803099,6.00069841956254
2,89.3514536109986,8.68131173212314
2,45.0781430911273,7.18758944584522
2,73.5424585332861,5.21874496261356
2,81.0949913408956,3.34084121408174
2,119.732202938141,5.7170878566755
2,33.5881349547883,4.57874637379777
2,39.0991742164246,3.84912102489267
2,47.6566702143173,9.15630908331368
2,9.54373196917586,4.84040310355136
2,78.1089872620767,3.76959461449413
2,23.8372765670181,9.43089404640952
2,35.8311653550714,5.06892951685237
2,107.911644883559,9.58329412002582
2,132.788224330964,6.11371092522284
2,124.896083193365,9.9479524043994
2,30.8194075764972,7.67711904760916
2,113.576192503236,3.65913654698292
2,93.2716467267252,8.21673443740001
2,108.438091518288,6.19182053529657
2,27.0182862108573,9.24752037061145
2,129.072496037174,7.23639513705857
2,46.0021624139859,6.9234419941227
2,96.4286131301429,7.06082663189387
2,63.6640289853909,6.40251674557105
2,122.438066422974,9.90733542708913
2,100.453833105625,6.75806165579241
2,115.632504103321,5.16908667313866
2,80.3148203154211,4.0280629746872
2,140.748209894041,6.66532445888501
2,16.4922604143503,7.88887348625576
2,21.5624845614308,4.1359176617139
2,70.7935260993894,8.54528721287381
2,62.94825384625,4.05941168074729
2,109.957784864493,3.36479865912348
2,67.2302589113126,3.78816671746084
2,144.563945912186,9.03084754359443
2,143.991245712526,4.53257542690961
2,117.295210266754,3.5772809323133
2,24.7824515064014,5.65159339500591
2,93.7348335440853,8.42128252807772
2,11.1176756692585,8.90259688824648
2,29.445366439654,3.11313846360892
2,15.1411641809857,5.51292086247587
2,137.821641868399,5.41277417781297
2,101.966515234206,4.20710896435892
2,65.0236013226095,7.92697276272345
2,95.9113143851631,6.01396022363333
2,119.42926274495,3.93269544568844
2,20.0771626388538,4.98088552753674
2,74.8295790769742,3.48610327998642
2,103.59126695554,9.48452901446726
2,149.395235340227,5.52670982784824
2,76.5836331105791,3.16842210684204
2,103.984588465851,7.35890658150194
2,56.8904064016067,8.12579132788116
2,146.380386068544,4.8193149231514
2,86.215483201691,8.26336453691824
3,43.2817572376924,7.6498571287049
3,93.9107995755621,7.05883869347163
3,27.0731989395688,9.37221792038996
3,101.759595963219,4.38110879429849
3,67.2642248845077,6.04398900741711
3,17.4953532747226,5.83014037027257
3,39.6675513160299,6.80273597052088
3,58.0991725038737,3.24336467282614
3,97.0172760493006,4.94079175083432
3,142.439113932324,9.22160294302972
3,114.762788091309,3.71493728304515
3,30.7242973473156,7.14225545958849
3,80.9687195105129,6.55502092536539
3,25.9765357175143,5.2282266514888
3,120.413403737184,7.26935643486911
3,141.26664080224,3.52935590136098
3,19.5623183169286,6.11129709532717
3,108.412379197672,3.33654532938497
3,106.486406937835,8.02226196256
3,100.068056097964,7.2951938800537
3,11.7809294973151,5.39346761879045
3,125.382483852596,9.61687507952098
3,24.5344984060503,9.97321395294974
3,50.3184837279841,4.73720605053008
3,63.3978268067003,8.89294632962905
3,110.72309969567,5.06043282915838
3,74.4315955759026,6.28636737400433
3,34.2795853271964,4.15297423920594
3,117.008937262103,8.51828447232023
3,85.5418639452313,9.79513891141629
3,88.8683011986432,9.35990127388155
3,84.4856421225937,7.894041079327
3,129.436127822951,9.1312368699722
3,18.7693080233526,7.95103657097556
3,53.243030155322,3.44404959760606
3,145.666380732192,6.85061759294476
3,15.2357675393112,3.1261622444354
3,137.490013672994,6.18681724729715
3,7.77536420272663,4.53685509434901
3,33.8497888478916,3.79836980027612
3,143.717875412526,3.65364615493687
3,83.16415701675,4.01623491861625
3,67.550699915702,5.48324144064449
3,55.7522833794821,9.7061075811903
3,147.948659243365,6.97125971678412
3,41.5900678852457,4.40676830420736
3,47.1302535676397,4.08834683896741
3,22.5010575178312,9.55692666102201
3,127.026854041009,5.01340436682571
3,139.043871182064,6.47390845120186
3,99.1736949869664,7.7421076369076
3,133.250382498,8.85455394309945
3,90.4971992152394,8.53366566334618
3,22.3771506054909,8.27148286809679
3,102.826387192495,7.57784449200844
3,54.6894205677207,5.25473667571321
3,124.34200686462,4.77275115511147
3,49.6527005573851,4.27725219263695
3,96.143358521082,9.88838865072699
3,45.4205084454385,5.69793000308564
3,136.912571863632,3.03121272126446
3,38.1760510770255,5.61078148120549
3,8.12071287322324,7.10308907247148
3,65.652741199371,9.49595350221032
3,91.8705980225117,5.37427897342481
3,46.9390809030621,6.31088523654966
3,29.45112867516,9.7617260108958
3,130.886782549694,8.4459697281546
3,61.9586762778228,8.0438361003995
3,40.5315115492209,7.38760867460165
3,113.586167059978,8.98591213096865
3,35.7096969595528,6.65071354599902
3,31.7443321350031,3.9736635431787
3,77.834160861664,5.58432076351484
3,60.1949224228738,3.89953825018834
3,107.531090286979,3.17489571089158
3,14.0572308533243,6.61987560907146
3,123.293762046972,9.24858750704443
3,87.3976602121373,7.5020974223176
3,10.1395867577521,4.63157996643102
3,77.2247805304592,8.77970155995106
3,92.9238392817904,8.72713212882634
3,80.1680933842086,4.5949253678252
3,69.8581774614751,8.22857956688618
3,75.7453560971771,4.87996167034144
3,149.505437041924,7.80400551659754
3,52.0366222959827,5.79291829366004
3,112.229945409286,9.08661637779791
3,115.359935378539,8.61357455530437
3,71.3121266220813,6.72367919461103
3,103.960216005065,8.37943149197614
3,122.175406504108,6.42023301763693
3,59.2368140581879,7.46115439073881
3,5.76675426270813,3.36600453165825
3,71.8190560923307,8.17523765165126
3,12.6507883082377,3.62191488611978
3,145.628812269191,4.23783743249718
3,132.568921667919,5.8715102174948
3,119.307181998459,5.9567704809946
3,135.479513026273,5.13863766831579
4,90.9616451739101,3.31050094621256
4,54.2206209740252,8.37054766489193
4,65.564233380917,5.83022170455195
4,126.102915811411,6.96091172564542
4,36.8802432325901,8.86458486626158
4,69.0448830066598,3.55372362971306
4,105.422968716116,3.36940036399057
4,68.1293102773139,5.89635159962112
4,71.278688035626,8.53790650857147
4,18.1769269595505,4.53539358635433
4,142.836891099019,6.21736551096896
4,66.2839790395461,8.7102696808381
4,97.1258432681672,3.91509139433736
4,56.0657960849348,6.46775038173422
4,101.381519084063,7.0009340144461
4,112.081558697869,8.66249589592218
4,130.879264486872,5.75849841226358
4,60.4200481087901,9.36490799757885
4,136.398306844919,8.47142052431125
4,82.0602089456399,7.73173104624031
4,147.93008748946,8.75437678206246
4,128.610154127912,3.12481443089899
4,92.7881846240838,6.12735308715608
4,14.2392975717899,6.65269345861161
4,118.704446673871,7.17283791685011
4,80.6769731834531,5.35142223456176
4,46.8020201907493,5.68338467756985
4,40.5955289863865,3.8595199218858
4,43.905660061806,9.39813341409899
4,103.820228485472,8.08640683556441
4,27.6645778036793,9.67061320236884
4,102.278200242436,4.37288231329061
