"i","Result.1","Result.2","Result.3","Result.4","Result.5","Result.6","Result.7","Result.8"
1,4.69375289247837,5.80927118982654,8.70452174411621,6.45717936758883,5.03016774302814,6.51148576855194,2.40233114636503,1.87141115018167
1,5.37154708488379,0.549729198473506,6.55702574802563,3.33983504718635,1.18034077601042,4.19871292645112,0.292047058488242,7.01572479133029
1,2.05512702222914,3.28132948039565,3.93544184505008,5.80221211172175,1.5016973799793,8.69231399050914,9.63250633368734,9.72857787583489
1,3.26363618555479,6.46508993292227,1.51838169936091,8.61451975177042,8.00629123293329,7.10498884026892,5.58183101455215,1.33871338018216
1,6.98131816666573,1.11202718764544,0.834310762560926,4.50463076040614,4.75360176446848,7.92900635423139,7.27265129419975,2.08541880152188
1,3.89567914099898,7.72852004845627,7.44434691371862,7.51189330890775,6.34110647679772,3.50315707798582,0.39519466443453,6.49762159222737
1,4.70903689374682,0.403486367478035,6.03692506423686,9.39308074789587,0.640087576513179,1.34838629909791,2.34419700345024,9.01368810755666
1,8.06024618260562,9.12826845110394,6.92713698404841,4.95723689803854,8.11830222052522,4.20490917612333,3.27005889860447,9.30619557364844
1,8.34364449845161,2.49679391498212,6.75248424964957,0.28849630553741,1.02197037285659,7.86864639506675,2.92232178186532,2.77230982566252
1,6.56220495004673,6.70920791123062,2.88843591504265,2.86846052617766,7.30935351557564,2.6355514415307,2.60927234014962,2.68556730886921
1,4.41253995453008,2.00755495107733,0.349913284415379,5.49737499949988,0.750621817703359,5.27788916199934,0.92147386611905,1.15296829722356
1,0.688260066066869,3.47519104641397,6.15067994964775,3.94341004174203,5.68310924707912,4.99272851964925,6.2912130062934,3.48947528214194
1,2.54682894421276,2.38311020077672,8.06997278050985,8.19444299510215,5.9335738759255,7.40515503098722,4.21364358107094,0.255673987627961
1,9.48763614236377,1.96357409260236,3.56485081226565,4.23038755645976,0.00445322752930224,6.33304347111844,2.10133392838761,9.19446927653626
1,7.54510120146442,7.86517539403867,7.16364211158361,7.39478037974331,4.18926998276729,1.01035074822139,0.868593553709798,4.60642714931164
1,0.417171181226149,7.53658271415625,8.55631798964459,2.30059151318856,4.64186057054903,4.3873173491098,1.75048464688007,4.21237414747011
1,8.8069504237501,4.31006566481665,9.48038166151382,2.41246999872383,3.49118216577917,3.1449858558597,5.43906977789011,3.29124247678556
1,7.7459025907563,5.39203099110164,7.5715372773353,9.42647941946052,2.87831928040832,0.52970299331937,1.50146006764844,7.96090907983016
1,5.59438752029091,9.22094486567658,5.63237277430017,2.91687953954097,2.70050719850697,5.51767609750386,4.62318319429178,0.927807037602179
1,2.10390461664647,4.65471503469162,1.46855806873646,6.05658247401006,9.34371849759482,9.45293691491243,8.56011479126755,9.66762741589919
1,4.09932844236027,4.43662008526735,0.00385954885277897,1.66435534178745,1.64365066646133,9.03768930619117,3.47070761204232,7.25578554582316
1,0.209118538931943,8.27023988629226,4.09980137289967,0.367702655075118,6.02700027159881,5.78140810499899,9.73370497133583,6.6627102865139
1,0.0810286477208138,3.73300072941929,3.07165638082661,3.23565840506926,5.76504752305336,4.80573835207615,5.18431800066028,6.18274235813879
1,8.66889143968001,7.37106359279715,5.56699917800724,4.11124077432323,9.62348700554576,7.54987818435766,1.10092303040437,8.21847145739012
1,5.24085047440603,3.94325655235443,9.94554912380408,5.67451615452301,1.46128447081428,9.15855475380085,2.75266074247193,4.33179862436373
1,0.366589454957284,9.45987973886076,2.3851941550849,9.5211949933786,7.92474326977972,6.76716119167395,7.66292264943477,5.577439503395
1,4.2418697972782,3.65926723738667,8.4553172869375,8.73232060035225,6.5701444594888,2.72032893451396,5.76511626462452,0.0999929457204417
1,4.34638004032895,0.0875187539029866,4.48718353763688,8.93422146365046,1.90249322925229,2.85671243984252,7.12839085524902,3.63080188399181
1,7.44227716887835,8.94205352424178,4.90664816198405,6.94529667668976,0.355237417784519,4.49275305909105,0.194771947525442,2.25059594861232
1,0.557569645158946,7.60366240933072,2.43258304288611,1.54900710154325,1.71408844625112,0.904868474416435,8.46977899973281,7.78942548774648
1,2.75611869881395,5.00943191950209,6.48104035174474,0.0735012610442936,0.526062094653025,7.24419619846158,6.87057826963719,8.86374690493103
1,9.13712486838922,7.46850711738225,9.85201946557499,3.73789827732835,3.36821809029207,1.97051625479944,1.3530599311227,8.94385207921732
1,6.87696194783784,6.57832520932425,9.16163105543237,4.79957372667268,6.76777230552398,2.05755633623339,0.553958564205095,4.10445150900632
1,6.48147953054868,8.3374650637852,9.70961527440231,8.80742156296037,9.47000508527271,0.154484292748384,1.97326302095316,6.93250274034217
1,3.95797119229101,5.45179495713674,4.69914301927201,9.23376895019319,2.13338867458515,8.50871993822511,4.50356710199267,8.72410500235856
1,4.54476767152082,3.59193078018725,2.73231945377775,0.812764492607675,7.73471307926811,9.23544880293775,4.3720277359942,5.79158497417811
1,6.14991868166253,1.84363098731264,6.39611456110142,3.01893393390346,0.4997000541538,1.19962781332433,6.5054801114602,0.517877091094851
1,2.95459654189181,3.34358779401518,4.16676773049403,8.31907191420905,7.60030865734443,8.97705153357238,7.59181000469253,9.40913991399575
1,4.84421734453645,2.21867571650073,3.18617727803066,9.89040489559993,7.2377717501251,3.62067081690766,4.90050769858062,4.92246372206137
1,5.88200449636206,5.75707895418163,2.69242358398624,0.575635625515133,9.94070239190478,4.62367891874164,3.30161285076756,1.04307426055893
1,9.90239855891559,3.12513089503627,2.1117142456118,7.4404507388128,8.3802943488583,1.84524332480505,8.89796674135141,0.749891197937541
1,6.0644001073204,6.0652939398773,7.65514410010073,9.76438606381416,5.47568863055203,4.56664573221933,1.62691202545539,2.96211918543559
1,8.40558836529963,4.15768367124256,0.689191426313482,8.20881086741574,3.05188432091381,2.23725438299589,8.0233584495727,4.77567297169007
1,7.2313258393202,5.5551544399932,0.952225513127632,1.96285308713559,2.21551096159965,1.24164142464288,7.70000414727256,3.97551821309607
1,9.84127888001967,4.22159273626748,9.3258753046859,0.951428562775254,7.56501816206146,3.87787702356,5.0926400763914,6.8385257531656
1,9.08437044813763,2.85255020593759,0.204368288815022,9.03414247699548,4.47347560939379,0.798141416162252,4.7983993420843,8.65349168844987
1,8.53644080986269,2.13916911138222,2.90567254982889,0.480036972858943,8.46703905409668,5.95450935813133,3.67011873419397,3.31747099312488
1,2.6699473526096,9.76750510272104,8.2183958217036,4.65239633840974,4.33593465711456,6.99636603377294,3.7952094621025,5.3580468961969
1,3.47266330469865,8.00950361755677,3.2343526895158,8.5771405127598,6.26450781002641,9.93757881550118,1.01789645950776,6.35151433902793
1,2.28829622904304,6.26465311234351,0.138843447109684,2.56953154823277,3.6842127867043,2.18468871510122,5.2755014393013,9.87451535919681
1,4.14080128397327,5.16515693950932,4.71671562432311,7.1375262436457,6.48680099239573,0.857564541115425,9.12665297188796,4.086682157428
1,0.117892631562427,9.9838413777994,8.98001132926438,3.43070765056182,9.09558667263482,0.38924491466023,1.45141058412846,0.122829595231451
1,1.55702098691836,0.791493524168618,3.67516285246238,1.89849901348352,5.30003490804229,9.54702519953717,6.99381123837084,8.13456593356095
1,0.863829707191326,2.79388849206734,1.96127354786731,4.47622186685912,8.84930311334319,4.06490704794414,3.94229256825056,2.12251691808924
1,2.48634963263758,6.11859571046662,6.29562665845733,4.84379964994732,1.84603106540162,7.68455205047503,5.38486339591909,7.11274420334958
1,1.17810499814805,3.81926399900112,3.72258137590252,6.3787702818634,3.86309212853666,1.76156594380736,3.11334523167461,8.33940226759296
1,4.93601529188454,1.69275124545675,5.48077749975491,5.29301178185269,1.36370312389918,1.59488993841223,2.27062288478482,3.1433973562438
1,2.32219096289482,0.2646991959773,1.28551502772607,8.0490297641838,8.51815235868562,8.03280633164104,9.02513992644381,7.36909492365085
1,6.34452082838397,4.95828952302691,8.35571767098736,7.87348693835083,6.15819775869604,8.79574531647377,7.35489937474485,8.08602081604768
1,1.8462513452163,0.372105821105652,6.80752452395391,9.68397799504455,9.72777065925766,8.20215302365832,8.94415377469268,8.47787094977684
1,7.10887972312048,0.811674995161593,5.02511310577393,2.76284552426077,8.74819698154461,0.258237368497066,8.20183826936409,7.85553433382884
1,6.71889261314645,9.30874860531185,8.65285326999146,7.23143023992889,3.55265017633792,3.71823309713509,9.86800303563941,4.84379334747791
1,0.981385110481642,8.64238712850493,8.84626194934826,1.18104464053176,1.24899928402156,8.1713915162487,2.54497022968717,0.413971484731883
1,3.78843615159858,0.60393832034897,1.34033497131895,9.97262421224732,8.69265328766778,2.41535397360567,4.878051242535,5.47565151085146
1,8.79895082898438,8.11435979511589,7.30758155738004,6.7588933133753,3.15272320336662,0.0914841566001996,7.05952657943126,2.55561868178193
1,5.05968669638969,8.40219680417795,0.73868193468079,2.00637768022716,4.23126836975571,3.01781320690643,6.13518688001204,7.59836668572389
1,7.8869968643412,7.03188317392487,1.84659680128098,5.00147186589893,7.00395997357555,3.90201565346215,4.03332116093952,5.90252711393405
1,6.61054293541238,1.70643636402674,0.567654462251812,1.41932219271548,9.87348311883397,2.36330711345654,3.53223413741216,1.25285984091461
1,1.61295858817175,2.94522015787661,1.7561374230776,5.3889601446921,2.03601047887933,9.63403375260532,6.00714779093396,5.68616547542624
1,8.11414285476785,6.62016605860554,1.17703372468241,8.44130637550261,7.81805420168675,3.35276499961037,5.91315207700245,1.56707513288129
1,5.94997252009343,2.6487173600588,7.83560993380379,1.38960743437055,0.980576667119749,5.01107237541583,4.48213965962641,1.7109293705551
1,1.26400281295646,5.27857129767071,0.421771420049481,9.19507904648781,9.15732045050245,2.99145589573309,9.49392690279055,5.22255426719785
1,3.16939187189564,1.58347443437669,5.22993616601452,7.70405251190532,2.36610940457322,5.89399828081951,4.104335286282,6.23143321655225
1,2.8228654087754,5.69869069741108,5.8578599519562,5.18240723160561,3.21912932018749,8.85799955828115,1.25762104745954,8.5704838286154
1,9.38583330556285,9.53882967294194,4.38252131922636,5.72587453692686,6.9452624256257,6.01607944243588,0.0447094951523468,0.648979504895397
1,9.56716207270511,6.92782504169736,2.08674900834449,1.24029877618887,7.10466771838255,1.46564593929797,7.8701084908098,4.43645358067006
1,7.99379052310251,2.59993860174436,5.91094635722693,0.18829637223389,6.6542465204373,7.04115574327298,9.3322722657118,0.853206371585838
